id,userid,t,component,action,target,objectid,objecttable,courseid,relateduserid,extra_info,crud,assignment_id
168538639,136713,1575360176,mod_quiz,submitted,attempt,2415916.0,quiz_attempts,2060,136713.0,"a:2:{s:11:""submitterid"";s:6:""136713"";s:6:""quizid"";s:5:""12843"";}",u,12843.0
168539135,138202,1575361939,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539142,138202,1575361951,mod_forum,viewed,course_module,26786.0,forum,2060,,N;,r,
168539161,122272,1575362006,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539170,122272,1575362033,mod_quiz,started,attempt,2415925.0,quiz_attempts,2060,122272.0,N;,c,12843.0
168539210,138202,1575362110,mod_forum,created,post,939013.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101318"";s:7:""forumid"";s:5:""26786"";s:9:""forumtype"";s:6:""single"";}",c,
168539212,138202,1575362111,mod_forum,viewed,course_module,26786.0,forum,2060,,N;,r,
168539220,138202,1575362127,mod_forum,viewed,course_module,26787.0,forum,2060,,N;,r,
168539371,139296,1575362338,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539382,139296,1575362360,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539392,139296,1575362372,mod_quiz,started,attempt,2415927.0,quiz_attempts,2060,139296.0,N;,c,12843.0
168539405,138202,1575362394,mod_forum,viewed,course_module,26787.0,forum,2060,,N;,r,
168539404,138202,1575362394,mod_forum,created,post,939015.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""101319"";s:7:""forumid"";s:5:""26787"";s:9:""forumtype"";s:6:""single"";}",c,
168539434,137882,1575362460,mod_quiz,viewed,course_module,12843.0,quiz,2060,,N;,r,12843.0
168539442,137882,1575362470,mod_forum,viewed,course_module,26785.0,forum,2060,,N;,r,
168539444,137882,1575362474,mod_forum,viewed,discussion,102020.0,forum_discussions,2060,,N;,r,
168539484,137882,1575362553,mod_forum,viewed,discussion,102020.0,forum_discussions,2060,,N;,r,
168539482,137882,1575362553,mod_forum,created,post,939016.0,forum_posts,2060,,"a:3:{s:12:""discussionid"";s:6:""102020"";s:7:""forumid"";s:5:""26785"";s:9:""forumtype"";s:7:""general"";}",c,
168539526,138202,1575362649,mod_forum,viewed,course_module,26787.0,forum,2060,,N;,r,
